candidate	imposed_LB	imposed_UB	stem_growth	leaf_growth	root_growth	stem_fraction	leaf_fraction	root_fraction	model_stat	solver_stat
RXN_RXN_12197_m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_er__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12195_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12196_m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTATHIONE_REDUCT_NADPH_RXN_x__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12199_g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12200_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPARAGHYD_RXN_er__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASNSYNB_RXN_er__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_SUCROSE_SYNTHASE_RXN_c__R___LIGHT	0.00000000	0.00000000	-2.16944723	-2.16944723	-6.42335405	    -2259.76	    -2259.76	    -2259.76	        4.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTDEHYD_RXN_c__R___LIGHT	-0.00000139	-0.00000139	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_4_RXN_c2g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN0_1483_m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PREPHENATE_ASP_TRANSAMINE_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_er__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12196_g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_er__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12198_g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2m__R___LIGHT	-0.00000012	-0.00000012	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1TRANSKETO_RXN_p__R___LIGHT	-0.00000023	-0.00000023	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_DUTP_PYROP_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12197_g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_10862_er__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2TRANSKETO_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12198_c__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ABC_12_RXN_c2m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TREHALOSE6PSYN_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12199_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_m__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2er__R___LIGHT	-0.00000013	-0.00000013	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASNSYNA_RXN_er__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_er__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12195_g__R___LIGHT	0.00000000	0.00000000	0.00096006	0.00096006	0.00284256	        1.00	        1.00	        1.00	        1.00	        1.00
