candidate	imposed_LB	imposed_UB	stem_growth	leaf_growth	root_growth	stem_fraction	leaf_fraction	root_fraction	model_stat	solver_stat
RXN_RXN_3541_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_p__S___LIGHT	-491.39423160	-491.39423160	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RIB5PISOM_RXN_p__S___LIGHT	0.83480496	0.83480496	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9951_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLYOHMETRANS_RXN_c__S___LIGHT	-30.50967363	-30.50967363	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_g__S___LIGHT	-122.84855790	-122.84855790	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_1_4_11_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ADENOSINE_KINASE_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1TRANSKETO_RXN_p__S___LIGHT	0.83480496	0.83480496	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2g__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_er__S___LIGHT	-491.39423160	-491.39423160	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_LACTALDDEHYDROG_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2TRANSKETO_RXN_p__S___LIGHT	-70.72633743	-70.72633743	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_1_4_11_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ALANINE__GLYOXYLATE_AMINOTRANSFERASE_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_g__S___LIGHT	-15.72461541	-15.72461541	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3521_x__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12440_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRIOSEPISOMERIZATION_RXN_p__S___LIGHT	-299.05093179	-299.05093179	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PADENYLTRANS_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14062_er__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_er__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3521_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_p__S___LIGHT	-69.89153242	-69.89153242	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_g__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PGLYCDEHYDROG_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_m__S___LIGHT	-491.39423160	-491.39423160	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NQOR_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2er__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHOGLUCMUT_RXN_c__S___LIGHT	-245.69711580	-245.69711580	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRIOSEPISOMERIZATION_RXN_c__S___LIGHT	-836.19397417	-836.19397417	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_8_5_1_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_FRUCTOKINASE_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9951_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_m__S___LIGHT	-491.39423160	-491.39423160	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN66_3_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9952_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3521_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PURIDYLTRANS_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_DIACYLGLYKIN_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_c__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_8_5_1_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PURIDYLTRANS_RXN_g__S___LIGHT	-163.79807720	-163.79807720	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_c__S___LIGHT	-491.39423160	-491.39423160	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_g__S___LIGHT	-196.55769264	-196.55769264	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_c__S___LIGHT	-663.58540145	-663.58540145	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTATHIONE_REDUCT_NADPH_RXN_c__R___LIGHT	-0.00000058	-0.00000058	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_6161_p__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_er__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_g__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASNSYNB_RXN_m__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12199_er__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_x__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_APYRASE_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_c__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2m__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_x__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRANSALDOL_RXN_p__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ABC_12_RXN_c2g__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ABC_12_RXN_c2p__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_m__R___LIGHT	-0.00000060	-0.00000060	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ABC_12_RXN_c2x__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11501_m__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_RXN_er__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12197_p__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTATHIONE_REDUCT_NADPH_RXN_m__R___LIGHT	-0.00000050	-0.00000050	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_m__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11662_m__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPARAGHYD_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTATHIONE_REDUCT_NADPH_RXN_p__R___LIGHT	-0.00000136	-0.00000136	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2er__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2g__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2x__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2p__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_m__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_90_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_c__R___LIGHT	-0.00000816	-0.00000816	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_25_RXN_c2m__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_25_RXN_c2x__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_25_RXN_c2p__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_g__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_4_RXN_c2er__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_x__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_10862_g__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PREPHENATE_ASP_TRANSAMINE_RXN_c__R___LIGHT	-0.00000816	-0.00000816	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2m__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_er__R___LIGHT	0.00000000	0.00000000	0.00014223	0.00014223	0.00275367	        1.00	        1.00	        1.00	        1.00	        1.00
