candidate	imposed_LB	imposed_UB	stem_growth	leaf_growth	root_growth	stem_fraction	leaf_fraction	root_fraction	model_stat	solver_stat
RXN_TRANSALDOL_RXN_p__S___LIGHT	-70.72633743	-70.72633743	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_F16ALDOLASE_RXN_c__S___LIGHT	-927.29838905	-927.29838905	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9952_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11501_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_R00506_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLYOHMETRANS_RXN_m__S___LIGHT	-663.58540145	-663.58540145	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2x__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_90_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GABATRANSAM_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_g__S___LIGHT	-327.59615440	-327.59615440	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_68_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_m__S___LIGHT	-98.27884632	-98.27884632	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_8642_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12440_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_g__S___LIGHT	-327.59615440	-327.59615440	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_68_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_m__S___LIGHT	-234.90807057	-234.90807057	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_p__S___LIGHT	-491.39423160	-491.39423160	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RIB5PISOM_RXN_p__S___LIGHT	0.83480496	0.83480496	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9951_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLYOHMETRANS_RXN_c__S___LIGHT	-30.50967363	-30.50967363	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_g__S___LIGHT	-122.84855790	-122.84855790	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_1_4_11_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ADENOSINE_KINASE_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1TRANSKETO_RXN_p__S___LIGHT	0.83480496	0.83480496	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_er__S___LIGHT	-491.39423160	-491.39423160	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_LACTALDDEHYDROG_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2TRANSKETO_RXN_p__S___LIGHT	-70.72633743	-70.72633743	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_1_4_11_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ALANINE__GLYOXYLATE_AMINOTRANSFERASE_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_g__S___LIGHT	-15.72461541	-15.72461541	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3521_x__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12440_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRIOSEPISOMERIZATION_RXN_p__S___LIGHT	-299.05093179	-299.05093179	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PADENYLTRANS_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14062_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3521_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_p__S___LIGHT	-69.89153242	-69.89153242	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PGLYCDEHYDROG_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_m__S___LIGHT	-491.39423160	-491.39423160	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NQOR_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHOGLUCMUT_RXN_c__S___LIGHT	-245.69711580	-245.69711580	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRIOSEPISOMERIZATION_RXN_c__S___LIGHT	-836.19397417	-836.19397417	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_8_5_1_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_FRUCTOKINASE_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9951_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_m__S___LIGHT	-491.39423160	-491.39423160	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN66_3_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9952_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3521_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PURIDYLTRANS_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_DIACYLGLYKIN_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_c__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_8_5_1_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PURIDYLTRANS_RXN_g__S___LIGHT	-163.79807720	-163.79807720	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_c__S___LIGHT	-491.39423160	-491.39423160	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_g__S___LIGHT	-196.55769264	-196.55769264	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_c__S___LIGHT	-663.58540145	-663.58540145	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_m__R___LIGHT	-0.00000060	-0.00000060	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ABC_12_RXN_c2x__R___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11662_m__R___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPARAGHYD_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2g__R___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2m__R___LIGHT	-0.00000072	-0.00000072	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TREHALOSE6PSYN_RXN_c__R___LIGHT	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRANSALDOL_RXN_p__L___DARK	0.00069300	0.00069300	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_5_1_2_3_RXN_p__L___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_m__L___DARK	-0.00120617	-0.00120617	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTDEHYD_RXN_c__L___DARK	-9999.99187251	-9999.99187251	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_m__L___DARK	2.30724963	2.30724963	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NQOR_RXN_c__L___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11662_c__L___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_c__L___DARK	-4.60294335	-4.60294335	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_er__S___DARK	0.00002687	0.00002687	0.00095989	0.00095989	0.00284207	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_F16ALDOLASE_RXN_c__S___DARK	-3.04040955	-3.04040955	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLYOHMETRANS_RXN_m__S___DARK	-4.10059935	-4.10059935	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_g__S___DARK	-0.00000075	-0.00000075	0.00095899	0.00095899	0.00283940	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_er__S___DARK	0.00005392	0.00005392	0.00095989	0.00095989	0.00284207	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_8642_c__S___DARK	-0.00000135	-0.00000135	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_g__S___DARK	-0.00000075	-0.00000075	0.00095899	0.00095899	0.00283940	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_m__S___DARK	-1.98975499	-1.98975499	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_3_1_133_RXN_g__S___DARK	0.00000000	0.00000000	0.00095829	0.00095829	0.00283734	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9951_c__S___DARK	-0.00000135	-0.00000135	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLYOHMETRANS_RXN_c__S___DARK	-0.00041679	-0.00041679	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_er__S___DARK	0.00000000	0.00000000	0.00095942	0.00095942	0.00284068	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRANS_CINNAMATE_4_MONOOXYGENASE_RXN_g__S___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ADENOSINE_KINASE_RXN_g__S___DARK	0.00000000	0.00000000	0.00096003	0.00096003	0.00284248	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_m__S___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_LACTALDDEHYDROG_RXN_c__S___DARK	-0.00007058	-0.00007058	0.00096030	0.00096030	0.00284327	        1.00	        1.00	        1.00	        4.00	        1.00
RXN_RXN_9848_g__S___DARK	-0.00000147	-0.00000147	0.00095708	0.00095708	0.00283376	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_4_COUMARATE__COA_LIGASE_RXN_g__S___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_er__S___DARK	-0.00009719	-0.00009719	0.00095989	0.00095989	0.00284207	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_c__S___DARK	-0.00339532	-0.00339532	0.00095708	0.00095708	0.00283376	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_er__S___DARK	0.00000000	0.00000000	0.00095942	0.00095942	0.00284068	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5643_p__S___DARK	0.00000000	0.00000000	0.00095996	0.00095996	0.00284229	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_x__S___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NQOR_RXN_c__S___DARK	0.00000000	0.00000000	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_1_1_34_RXN_c__S___DARK	-0.00001850	-0.00001850	0.00095916	0.00095916	0.00283990	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_1_1_34_RXN_er__S___DARK	-0.00000081	-0.00000081	0.00095995	0.00095995	0.00284224	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ALCOHOL_DEHYDROG_RXN_g__S___DARK	-0.00000037	-0.00000037	0.00095567	0.00095567	0.00282958	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_g__S___DARK	-0.00000075	-0.00000075	0.00095995	0.00095995	0.00284224	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_c__S___DARK	-4.10109834	-4.10109834	0.00096004	0.00096004	0.00284250	        1.00	        1.00	        1.00	        1.00	        1.00
