candidate	imposed_LB	imposed_UB	stem_growth	leaf_growth	root_growth	stem_fraction	leaf_fraction	root_fraction	model_stat	solver_stat
RXN_3_6_3_44_RXN_c2p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_90_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_25_RXN_c2x__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_25_RXN_c2p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_x__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN66_526_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_5_1_2_3_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTATHIONE_REDUCT_NADPH_RXN_x__L___LIGHT	-42.09259030	-42.09259030	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_8089_er__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN0_1483_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_er__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12196_g__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_er__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9615_c2p__L___LIGHT	-2559.35739951	-2559.35739951	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_DUTP_PYROP_RXN_p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ABC_12_RXN_c2m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_er__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_CINNAMOYL_COA_REDUCTASE_RXN_er__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_x__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14187_p__L___LIGHT	-357.78701755	-357.78701755	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_g__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NQOR_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPARTATE_SEMIALDEHYDE_DEHYDROGENASE_RXN_p__L___LIGHT	-19.05671882	-19.05671882	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NITRATE_REDUCTASE_NADH_RXN_c__L___LIGHT	-32.66866084	-32.66866084	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11662_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_c__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMIN_RXN_er__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_4_1_123_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_p__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_m__L___LIGHT	-357.78701755	-357.78701755	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_THIOREDOXIN_REDUCT_NADPH_RXN_p__L___LIGHT	-261.34928669	-261.34928669	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_THREONINE_ALDOLASE_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_m__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12019_m__L___LIGHT	-65.33732167	-65.33732167	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_er__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ATPASE_RXN_g__L___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_c__L___LIGHT	-128.08990131	-128.08990131	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_8642_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_CELLULOSE_SYNTHASE_UDP_FORMING_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRANSALDOL_RXN_p__S___LIGHT	-70.72633743	-70.72633743	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_F16ALDOLASE_RXN_c__S___LIGHT	-927.29838905	-927.29838905	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9952_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_11501_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_R00506_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLYOHMETRANS_RXN_m__S___LIGHT	-663.58540145	-663.58540145	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_6_3_44_RXN_c2p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_90_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GABATRANSAM_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_g__S___LIGHT	-327.59615440	-327.59615440	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_7_13_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_68_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_m__S___LIGHT	-98.27884632	-98.27884632	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_8642_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12440_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ASPAMINOTRANS_RXN_g__S___LIGHT	-327.59615440	-327.59615440	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_68_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_2043_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_m__S___LIGHT	-234.90807057	-234.90807057	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_MANNPGUANYLTRANGDP_RXN_p__S___LIGHT	-491.39423160	-491.39423160	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RIB5PISOM_RXN_p__S___LIGHT	0.83480496	0.83480496	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHATIDATE_PHOSPHATASE_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9951_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NADPYROPHOSPHAT_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLYOHMETRANS_RXN_c__S___LIGHT	-30.50967363	-30.50967363	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUCOSE_6_PHOSPHATE_1_EPIMERASE_RXN_g__S___LIGHT	-122.84855790	-122.84855790	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_1_4_11_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ADENOSINE_KINASE_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GCVMULTI_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1TRANSKETO_RXN_p__S___LIGHT	0.83480496	0.83480496	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_er__S___LIGHT	-491.39423160	-491.39423160	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_LACTALDDEHYDROG_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2TRANSKETO_RXN_p__S___LIGHT	-70.72633743	-70.72633743	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_3_1_4_11_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_ALANINE__GLYOXYLATE_AMINOTRANSFERASE_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_g__S___LIGHT	-15.72461541	-15.72461541	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3521_x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_12440_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRIOSEPISOMERIZATION_RXN_p__S___LIGHT	-299.05093179	-299.05093179	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUC1PADENYLTRANS_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6PGLUCONOLACT_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMATE_DEHYDROGENASE_NADP_RXN_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_9848_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSCHOL_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14062_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3541_er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_GLUTAMINESYN_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_6_5_4_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_3521_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_p__S___LIGHT	-69.89153242	-69.89153242	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_5822_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PGLYCDEHYDROG_RXN_p__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PEPDEPHOS_RXN_m__S___LIGHT	-491.39423160	-491.39423160	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_INORGPYROPHOSPHAT_RXN_g__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_NQOR_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_RXN_14455_c2er__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_2_7_1_150_RXN_m__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_PHOSPHOGLUCMUT_RXN_c__S___LIGHT	-245.69711580	-245.69711580	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_TRIOSEPISOMERIZATION_RXN_c__S___LIGHT	-836.19397417	-836.19397417	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_1_8_5_1_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_FRUCTOKINASE_RXN_x__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
RXN_6_2_1_34_RXN_c__S___LIGHT	0.00000000	0.00000000	0.00001184	0.00001184	0.00210204	        1.00	        1.00	        1.00	        1.00	        1.00
